,6.9,8.3,9.8,10.4,11.8,12.0,13.9,14.5,14.8,15.6,16.7,17.1,18.1,18.4,18.7,19.7,20.5,20.9,22.1,22.2,23.2,23.4,23.7,24.2,25.2,25.7,26.6,27.1,27.8,27.9,28.0,28.9,29.2,29.8,30.4,30.6,31.4,31.6,32.2,32.7,33.0,33.4,33.8,34.5,34.9,35.1,35.3,35.9,36.0,36.7,36.9,37.4,37.9,38.1,38.2,38.9,39.4,39.9,40.1,40.7,40.8,41.2,41.4,42.0,42.6,43.2,43.5,43.8,44.0,44.4,44.5,45.0,45.2,45.3,45.6,46.1,46.2,46.7,46.8,47.4,47.7,47.9,49.1,49.2,49.4,49.6,50.2,50.4,50.7,51.8,52.3,52.5,52.9,53.4,54.0,54.9,55.2,56.0,57.5,58.4,59.0,59.9,61.2,61.9,62.9,63.7,64.0,65.2,66.1,66.5,67.1,67.4,67.9,68.1,68.8,69.2,70.1,70.5,70.6,71.0,71.1,71.5,72.1,72.4,73.0,73.1,73.2,73.6,73.7,74.1,74.3,74.6,75.1,75.4,75.5,75.9,76.3,76.7,76.8,77.1,77.2,78.0,78.4,78.6,79.0,79.3,79.7,79.9,80.2,80.5,80.6,81.0,81.4,81.7,81.9,82.3,82.7,82.8,82.9,83.5,83.6,83.8,84.0,84.2,84.4,84.7,84.8,85.2,85.4,86.1,86.6,87.2,87.4,87.6,87.8,88.2,88.5,88.6,89.0,89.5,89.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001903,0,0,0,0,16.035201,0,0,0,0,0.001532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001444,0,0,0,0,0,0,0,0,0,0,0,32.571556,0,0,0,0,0,0,0,0,0,0,0,0,0.005724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004512,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002524,0,0,0,0,0,0,0,0,0,0,16.035201,0,0,0,0,0,0,0,0,0,0,0,0,0.007275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.571556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.011932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006637,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.001354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001842,0,0,0,0,0,0,0,0,0,0,0,0,0,16.014674,0,0.001254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002272,0,0,0,0,0,0,0,0,0,32.711087,0,0,0,0,0.001576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002004
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,0.001343,0,0,0,0,0,16.014837,0,0,0,0,0,0,0,0.001427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005846,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001242,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001601,0,16.014674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001393,0,0,0,0,32.711087,0,0,0,0,0,0,0,0,0,0,0.001663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.012111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006737,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.001374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0,0,0,16.055896,0,0.001273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002306,0,0,0,0,0,0,0,0,0,32.431284,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002034
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001177,0,0,0,0,0,0,0,0,0,0,0,0.001363,0,0,0,0,0,16.056061,0,0,0,0,0,0,0,0.001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.433772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005934,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001261,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625,0,16.055896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414,0,0,0,0,32.431284,0,0,0,0,0,0,0,0,0,0,0.001688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0.014036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001514,0,0,0,0,0,0,0,0,0,0,0,0.001993,0,0,0,0,0.003405,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.004472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.780576,0,0,0.001077,0,0,0,0,0,0,0,0,0,0.001415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0.001116,0
