,mean simul. packing efficiency,mean abs simul. packing efficiency,MagpieData mode CovalentRadius,MagpieData mode NdUnfilled,MagpieData mode NUnfilled,MagpieData mode GSvolume_pa,std_dev wt CN_9,std_dev q2 CN_9,std_dev q4 CN_9,std_dev q6 CN_9,mean wt CN_12,mean cuboctahedral CN_12,mean q2 CN_12,mean q4 CN_12,mean q6 CN_12,minimum neighbor distance variation,range neighbor distance variation,avg_dev neighbor distance variation,xrd_19,xrd_20,xrd_21,xrd_22,xrd_23,xrd_24,xrd_39,xrd_40,xrd_43,xrd_44,xrd_45,xrd_46,xrd_47,xrd_48,xrd_57,xrd_58,xrd_61,xrd_62,xrd_63,xrd_72,xrd_85,xrd_86,xrd_99,xrd_110,xrd_113,xrd_119,xrd_125,xrd_126,xrd_127,OFM: d^4 - d^5,OFM: d^5 - d^4,jml_rdf_19,jml_rdf_24,jml_rdf_29,jml_rdf_37,jml_rdf_39,jml_rdf_42,jml_rdf_52,jml_rdf_61,jml_rdf_62,jml_rdf_66,jml_rdf_69,jml_rdf_73,jml_rdf_79,jml_rdf_84,jml_rdf_91,jml_rdf_92,jml_rdf_98,jml_adf1_33,jml_adf1_36,jml_adf1_38,jml_adf1_43,jml_adf1_49,jml_adf1_51,jml_adf1_74,jml_adf1_76,jml_adf1_85,jml_adf1_88,jml_adf1_91,jml_adf1_93,jml_adf1_94,jml_adf1_103,jml_adf1_108,jml_adf1_111,jml_adf1_118,jml_adf1_119,jml_adf1_128,jml_adf1_141,jml_adf1_146,jml_adf1_147,jml_adf1_149,jml_adf1_163,jml_adf1_177,jml_adf2_53,jml_adf2_55,jml_adf2_56,jml_adf2_72,jml_adf2_87,jml_adf2_88,jml_adf2_91,jml_adf2_92,jml_adf2_108,jml_adf2_111,jml_adf2_123,jml_adf2_124,jml_adf2_126,jml_adf2_147,jml_adf2_149,jml_adf2_177,jml_ddf_6,jml_ddf_10,jml_ddf_11,jml_ddf_13,jml_ddf_14,jml_ddf_15,jml_ddf_16,jml_ddf_19,jml_ddf_20,jml_ddf_24,jml_ddf_25,jml_ddf_26,jml_ddf_27,jml_ddf_30,jml_ddf_33,jml_ddf_36,jml_ddf_37,jml_ddf_39,jml_ddf_41,jml_ddf_44,jml_ddf_47,jml_ddf_50,jml_ddf_53,jml_ddf_54,jml_ddf_58,jml_ddf_59,jml_ddf_61,jml_ddf_64,jml_ddf_66,jml_ddf_69,jml_ddf_71,jml_ddf_72,jml_ddf_75,jml_ddf_76,jml_ddf_77,jml_ddf_82,jml_ddf_84,jml_ddf_85,jml_ddf_86,jml_ddf_93,jml_ddf_94,jml_ddf_95,jml_ddf_97,jml_ddf_99,jml_ddf_101,jml_ddf_103,jml_ddf_106,jml_ddf_107,jml_ddf_112,jml_ddf_113,jml_ddf_115,jml_ddf_117,jml_ddf_118,jml_ddf_119,jml_ddf_121,jml_ddf_123,jml_ddf_125,jml_ddf_126,jml_ddf_129,jml_ddf_130,jml_ddf_131,jml_ddf_135,jml_ddf_136,jml_ddf_137,jml_ddf_140,jml_ddf_141,jml_ddf_142,jml_ddf_143,jml_ddf_147,jml_ddf_148,jml_ddf_152,jml_ddf_153,jml_ddf_154,jml_ddf_156,jml_ddf_158,jml_ddf_162,jml_ddf_163,jml_ddf_164,jml_ddf_165,jml_ddf_166,jml_ddf_167,jml_ddf_171,jml_ddf_178,jml_nn_19,jml_nn_24,jml_nn_28,jml_nn_29,jml_nn_37,jml_nn_39,jml_nn_42,jml_nn_52,jml_nn_61,jml_nn_62,jml_nn_66,jml_nn_69,jml_nn_70,jml_nn_79,jml_nn_84,jml_nn_91,jml_nn_92,jml_nn_98,crystal_system_int,is_centrosymmetric
75,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.114644831,0.114644831,0.019107472,0.015709153,0.064092804,0.051981525,3.67761E-16,1.06396E-16,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.333994483,0.333994477,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,9,10,7,14,11.05263158,17,13,15,10,12,11.86666667,10,11,7,10,16,5,8,9,8,7,5,6.5,16,6,5,4,12,3,7,7,14,11,10,15,7,9,16,5,15,14,15,9,12,10,7,6,4,13.11111111,13,17,5,6,13,9,7,3,8,15,14,9,15,11,16,15,18,17,10,14,19,16,18,12,11,21,9,10,14,14,12,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,5,TRUE
76,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.038214944,0.038214944,0.006369157,0.005236384,0.021364268,0.051981524,7.9106E-10,3.51582E-10,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.41749311,0.41749311,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.96,0,7.6,5,5,1,4.888888889,0,4,6,1,4,5.333333333,3,1,2,2,3,5,7,6,3,9,12,21,10,7,4,3,7,6,1,0,4,0,0,2,0,0,2,0,0,3,3,1,4.8,3,4,5,10,13,15,15,14.57142857,10,7,4,5,4.96,3,6,2,4,1,0,3,3,4,2,2,3,2,4,2,5,2,4,4,5.3,2,8,23,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,6,TRUE
77,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981525,9.02056E-17,3.1225E-17,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.417493109,0.417493113,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,15,12,31,21,22,18,20,21,18,22,17,21,23,24,15,21,14,23,23,18,28,27,41,58,56,24,26,25,17,20,26,23,20,18,14,18,21,19,19,19,14,17,21,19,20,21,25,25,33,43,54,50.33333333,46,33,36,24,17,20,15,34,17,26,13,21,10,25,18,24,26,23,21,19.15384615,14,24,28,22,28,26,24,34,45.25,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,7,TRUE
78,0.000488098,0.019021012,154,5,6,15.69,0.108088183,0.012009798,0.040497015,0.065604182,0,0,0,0,0,0.051981522,3.16424E-09,1.40633E-09,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.529042839,0.529042844,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,4,TRUE
79,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.076429887,0.076429887,0.012738314,0.010472769,0.042728536,0.051981524,1.58212E-09,7.03164E-10,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.461292831,0.461292834,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,7,8,7,8.157894737,10.16666667,7,8,9,6,9.25,8.623188406,7.571428571,7,13,8,6,9,4,6,6,11,7,11,10,11,10,3,4,2,4,7,2,8,8,1,4,5,3,4,6,8,10,6,3.0625,4,11.4,10,12,11.33333333,11,11,11,7,18,11,11,9.117647059,6,7,8,7,8,7,11,7,7,10,9.25,9,9,5.066666667,13,8,6.176470588,9,10,10,14,5,13,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,6,TRUE
80,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.07290178,0.07290178,0.012150297,0.009989332,0.040756129,0.051981525,1.52656E-16,4.74158E-17,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.548892287,0.548892292,0,0,0,0,0,0,0,0,0,1.6545,0,0,2.6329,2.9088,0.8667,1.6957,0.5334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,4,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,4,0,2,3,2,4,0,0,6.666666667,0,0,0,0,0,0,0,4.666666667,0,12,10.66666667,13.33333333,4.666666667,9.333333333,3.333333333,5,TRUE
81,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.038214944,0.038214944,0.006369157,0.005236384,0.021364268,0.051981524,7.9106E-10,3.51582E-10,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.481142285,0.481142285,0,0,0,0,0,0,0,0,0,0,0,0,3.3852,5.1528,1.132,0.2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.333333333,0,0,0,0,0,0,0,0,0,6.666666667,6,10.33333333,2.666666667,0.666666667,0,6,TRUE
82,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981523,1.58212E-09,7.03164E-10,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.568741731,0.568741736,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.142857143,9.5,9,13,12,6,10,15.09090909,10,9,10,9,12,14.8,17.68421053,11,9,9,11,5,6,6.111111111,3.333333333,6,4,3,4,3,4.333333333,7.111111111,6.25,5,4,7,10.11111111,10,10,11,5,7,13,9,6,5,9,7,6.0625,7,6,4.333333333,2,5,6,0,2,6,9,5.333333333,8.111111111,8.5625,2,3,11,5.111111111,12,11,7,11.28571429,10,18.45454545,13,15,10,8,11,9.1,10,6,11,9,6,7,8,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,3,TRUE
83,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.076429887,0.076429887,0.012738315,0.010472769,0.042728536,0.051981524,1.58212E-09,7.03164E-10,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.481142282,0.481142285,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,4,6,4.4,9.090909091,9.5,4,5,7,7,6,7.684210526,6,4,3,2,4,2,5,10,6,8,11.2,9,4,11,9,3,2,5,4,3,2,5,2,2,0,0,2,1,6,10.5,4,5,4,5,6,3,7,7,5,16.5625,6,7,8,1,7,9,4,1,4,4,6.333333333,11,6,5,7,8,7,4,7,4.142857143,11,4,3.090909091,7.5,6,5.631578947,8,8,9,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,5,TRUE
84,0.000488098,0.019021012,154,5,6,15.69,0,0,0,0,0.149331667,0.149331667,0.024888611,0.020462101,0.083484665,0.051981525,1.80411E-16,6.01371E-17,2.66752E-75,2.21401E-68,8.39597E-62,1.45472E-55,1.1516E-49,4.16527E-44,0.148865817,0.194181264,0.003920541,0.000222857,5.78793E-06,6.86811E-08,3.72364E-10,9.22399E-13,0.027137522,0.029563883,0.000347726,1.65081E-05,3.58073E-07,0.060148862,0.014214479,0.01954902,0.032527523,0.000207815,0.009735909,1.39583E-08,1.13423E-26,7.06379E-31,2.00998E-35,0.461292832,0.461292837,0,0,0,0,0,0,0,0,0,0,0,0,5.0778,5.9839,1.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4.666666667,6.285714286,2,3,4,2.25,2,2,4,3,0,2.75,1.333333333,3,4,2,3,2,3,2,5.473684211,7,11.5,19.03571429,18.42857143,5.028571429,3.2,4.4,2,4,4,3,4,0,0,0,1,1,0,0,0,1,3,5,7.285714286,3,7.6,2,6,13.36904762,14.07936508,17.1254902,11,13.14285714,6,10.47916667,1,5,5.2,4,0,3.2,1,5.8,2,3,2,1,0,0,2,3.6,3,4,5,3,4,3.638655462,5,7,20.0952381,0,0,8,0,0,0,0,0,0,0,0,0,24,24,32,12,0,0,5,TRUE
85,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981525,9.02056E-17,2.31296E-17,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.165959989,0.165959989,0,0,0,0,0,0,0,0,0,0,0,6.0654,5.1736,6.0968,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.11111111,10,15,14,12,16.16666667,14,11,12,14,17,8,14,10,15,15,10,15,9,7,8,8,12.33333333,21,14,32,13,14.5,15,7,12,8,13.2,17,13,7,8,9,8,13,8,13,3,15,15.2,8,10,17,16,10,29,31.2,19,28,14,14,7,10,13.08333333,11,12,13.2,7,15,13,9,19,23,20,14,15,15,12.2,13,11,14.125,14,14,10,13.11111111,11,20,0,0,8,0,0,0,0,0,0,0,0,0,0,24,32,0,12,0,5,TRUE
86,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981524,7.9106E-10,3.51582E-10,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.331919989,0.331919989,0,0,0,0,0,0,0,0,0,0,0,6.0654,5.1736,6.0968,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,4,3,6,3,4,2,5,5,5,3,6,2,3,1,5,5,7,8,7,12,19,17,9,3,4,1,2,0,1,1,2,3,0,0,0,1,1,7,8,5,0,1,2,8,5,11,10,13,18,13,9,11,6,11,4,1,0,2,2,2,2,1,4,5,4,4,5,2,4.666666667,4,4,2,5,2,6,7,4,24,0,0,8,0,0,0,0,0,0,0,0,0,0,24,32,0,12,0,6,TRUE
87,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0.229289661,0.229289661,0.025476629,0.025831308,0.125656013,0.051981525,1.8735E-16,5.31982E-17,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.497879985,0.497879985,0,0,0,0,0,0,0,0,0,0,0,6.0654,5.1736,6.0968,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,15,29,24.07142857,25,21,29,26.03030303,23.08333333,22,25,13,23.6,30.10714286,20,21.05882353,17,24,19,25,27,31,39,32,35,49.5,42,32,34,18,19,35,22,22,24,22,19,20,14,16,20,18,14,31,28,23,20.07142857,26,29,33,25.06666667,26.14285714,49,48,36,22,36,20,25,24,22,33,23,25,23,24,12,23.05882353,24,31,28.6,12,24,19.11111111,24,31,31,24,34,19.07142857,32,35.05882353,46,0,0,8,0,0,0,0,0,0,0,0,0,0,24,32,0,12,0,7,TRUE
88,-0.01136564,0.021316388,154,5,6,15.69,0.108088183,0.012009798,0.040497015,0.065604182,0,0,0,0,0,0.051981522,3.16424E-09,1.40633E-09,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.292467674,0.292467674,0,0,3.2706,0,0,0,0,0,0,0,0,5.0545,2.5868,5.3347,0.3244,1.5867,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8,12,28,2,10,4,4,TRUE
89,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981524,1.58212E-09,7.03164E-10,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.458427661,0.458427661,0,0,2.1804,0,0,0,0,0,0,0,0,5.2229,3.1617,5.8427,0.3244,1.5867,0.1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,11.375,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,6.666666667,1.333333333,0,0,0,0,0,0,0,0,5.333333333,14.66666667,30.66666667,2,10,1.333333333,6,TRUE
90,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0.076429887,0.076429887,0.012738315,0.010472769,0.042728536,0.051981525,2.98372E-16,6.7076E-17,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.584935343,0.584935343,0,0,0,0,0,0,0,0,0,0,0.4384,3.131,2.6707,2.9506,0,0.86,0.3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,4,0,0,0,2,0,0,0,5.333333333,2,0,0,0,0,0,2,4,2,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,2,0,0,0,0,4,2,0,2,2,2,2,0,2,6,0,0,6.666666667,0,0,0,0,0,0,0,0,1.333333333,0,10.66666667,13.33333333,0,4.666666667,2,5,TRUE
91,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981524,7.9106E-10,3.51582E-10,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.584935336,0.584935336,0,0,1.7483,1.066,1.2775,0,0.8924,1.4227,0.6258,0.9931,0.4036,1.8914,0.9987,2.4444,0.5202,0.7916,0.2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,1,1,1.333333333,0,1.666666667,3.666666667,1.666666667,3,1.333333333,5,4.333333333,12,3,4.666666667,2,6,TRUE
92,-0.01136564,0.021316388,154,5,6,15.69,0,0,0,0,0,0,0,0,0,0.051981523,1.58212E-09,7.03164E-10,6.7162E-76,7.73422E-69,3.96348E-62,9.03868E-56,9.17276E-50,4.1425E-44,0.174891959,0.186813624,0.001768187,7.40689E-05,1.38074E-06,1.14539E-08,4.22827E-11,6.94976E-14,0.031473761,0.025055581,9.81693E-05,3.06479E-06,4.25787E-08,0.063248998,0.019569219,0.015931029,0.027981534,0.001779839,0.007046348,3.54036E-11,3.90258E-32,7.37375E-37,6.2E-42,0.497879986,0.497879986,0,0,1.8029,0,0,0,0,0,0,0,0,3.1206,4.5631,5.3353,0.8583,1.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33333333,1.666666667,0,0,0,0,0,0,0,0,16,32,42.33333333,8,12,0,3,TRUE
